course_id,course_name,district,latitude,longitude,distance_km,difficulty_derived,terrain,environment,mood_tags_derived,nearby_parks,toilet_count_300m,nearby_points,start_point,end_point,description,source,quality_note,elevation_min_m,elevation_max_m,elevation_avg_m,elevation_gain_m,elevation_loss_m,avg_grade_pct,max_grade_pct,elevation_samples,difficulty_elevation,difficulty_final,elevation_summary,water_count_300m,water_count_700m,nearest_water_name,nearest_water_distance_m,nearby_water_parks,realtime_area_count,realtime_area_codes,realtime_area_names,realtime_area_categories,nearest_realtime_area_code,nearest_realtime_area_name,nearest_realtime_area_distance_m,air2025_pm10_avg,air2025_pm25_avg,air2025_o3_avg,air2025_no2_avg,air2025_co_avg,air2025_so2_avg,facility_summary,realtime_summary,walk_network_match_ratio,walk_network_link_count,crosswalk_link_count,bridge_link_count,tunnel_link_count,overpass_link_count,park_green_link_count,indoor_link_count,walk_network_districts,walkability_grade,live_air_pm10,live_air_pm25,live_air_o3,live_air_no2,live_air_co,live_air_so2,live_air_cai,live_air_grade,live_air_measured_at,live_air_districts,live_air_summary,cycleway_ratio,foot_allowed_ratio,foot_known_ratio,foot_restricted_ratio,highway_top,lit_known_ratio,lit_no_ratio,lit_yes_ratio,osm_match_ratio,osm_matched_samples,osm_sample_count,pedestrian_path_ratio,smoothness_bad_ratio,smoothness_good_ratio,smoothness_known_ratio,smoothness_top,steps_sample_ratio,surface_known_ratio,surface_paved_ratio,surface_top,surface_unpaved_ratio,tracktype_top,osm_surface_lighting_summary
RM_SEOUL_006,"지하철 3호선, 분당선 수서역 6번 출구 ~ 지하철 2호선, 4호선 사당역 4번출구",서초구,37.461923,127.043907,17.74,어려움,미확인(고도데이터 필요),공원|산림,힐링|녹지|자연|도전|장거리|성취감,매헌시민의숲|대모산도시자연공원|문화예술공원|구룡산도시자연공원,41,"수서역 5번출구|지하철 3호선, 분당선 수서역 6번 출구|지하철 분당선 양재시민의숲역|불국사|매헌 윤봉길의사 기념관|양재 시민의 숲|대성사|대원사|지하철 2호선, 4호선 사당역 4번출구|서울특별시 인재개발원|코스 4-1 대모산 초입|코스 4-2 양재시민의숲 안내소 옆","지하철 3호선, 분당선 수서역 6번 출구","지하철 2호선, 4호선 사당역 4번출구","서울시 선형 공간정보를 연결해 생성한 약 17.7km 구간. 인접 주요 지점: 수서역 5번출구, 지하철 3호선, 분당선 수서역 6번 출구, 지하철 분당선 양재시민의숲역, 불국사, 매헌 윤봉길의사 기념관, 양재 시민의 숲",서울시 둘레길/두드림길 공간정보 + 서울시 주요 공원현황(2026 상반기) + 서울시 공중화장실 위치정보,"거리=공간선형 계산, 난이도/감성태그=규칙 기반 파생값(검증 필요)",17.5,195.2,102.0,590.9,585.5,0.02,31.6,593,어려움,어려움,"최저 18m, 최고 195m, 누적상승 591m, 최대경사 약 31.6%",19,36,양재시민의숲,0.1,개포목련어린이공원|고인돌근린공원|군아파트 어린이공원|궁마을근린공원|까치어린이공원|남태령어린이공원|달터근린공원|문화예술근린공원|방배배수지체육공원|사당 만남의 공원|상록 어린이공원|상명달어린이공원|서울시인재개발원|서초구-두둑재어린이공원-1|서초구-암산어린이공원-1|세원어린이공원|수서까치공원|신중어린이공원|양재근린공원|양재시민의숲|양재천근린공원|예촌 어린이공원|청두어린이공원|한솔공원|효자공원,1,POI029,사당역,인구밀집지역,POI029,사당역,0.0,35.46423153226748,19.147502903600465,0.0326447963800905,0.0165286622730951,0.3786315789473684,0.0024910456383593,"화장실 41곳, 음수대 19곳(300m)",서울 실시간 도시데이터 영역 사당역,21.2,166,45,0,0,0,0,0,강남구|관악구|서초구,검토필요,20.0,10.6667,0.0627,0.0077,0.2667,0.0023,77.0,보통,202608271500.0,강남구|관악구|서초구,"현재 PM10 20, PM2.5 11, 통합대기지수 77",7.3,94.4,7.6,5.6,path:536|cycleway:52|footway:38|service:33|residential:20,0.4,0.0,100.0,100.0,711,711,80.9,100.0,0.0,15.0,bad:107,1.1,44.6,2.5,unpaved:284|earth:17|asphalt:8|ground:7|tartan:1,97.2,,"OSM 경로매칭 100%, 포장 2%, 비포장 97%, 조명 있음 100%"
RM_SEOUL_001,코스 7-1 가양대교 시작점 ~ 코스 8-1 선림사 옆,은평구,37.593098,126.899333,18.84,어려움,미확인(고도데이터 필요),하천|공원|산림,힐링|녹지|개방감|물가|자연|도전|장거리|성취감,진관근린공원(구파발폭포)|봉산도시자연공원|상암근린공원|서오능도시자연공원|문화비축기지,43,난지천 공원|하늘공원|월드컵 경기장|홍제천|수국사|은평뉴타운|지하철 3호선 구파발역 3번출구|지하철 6호선 월드컵경기장역 3번 출구|지하철 6호선 디지털미디어시티역 1번 출구|코스 7-1 가양대교 시작점|코스 7-2 증산체육공원 화장실 앞|코스 7-3 애봉산 끝부분,코스 7-1 가양대교 시작점,코스 8-1 선림사 옆,"서울시 선형 공간정보를 연결해 생성한 약 18.8km 구간. 인접 주요 지점: 난지천 공원, 하늘공원, 월드컵 경기장, 홍제천, 수국사, 은평뉴타운",서울시 둘레길/두드림길 공간정보 + 서울시 주요 공원현황(2026 상반기) + 서울시 공중화장실 위치정보,"거리=공간선형 계산, 난이도/감성태그=규칙 기반 파생값(검증 필요)",2.5,228.5,75.8,619.6,472.7,0.74,29.03,630,어려움,어려움,"최저 2m, 최고 228m, 누적상승 620m, 최대경사 약 29.0%",35,73,봉산도시자연공원,14.3,거꾸로 어린이 공원|곰돌이공원|공암나루공원|구산동마을공원|구암공원|궁말어린이공원|나비울 어린이공원|문화비축기지|물푸레근린공원(뉴타운)|봉산도시자연공원|분토골어린이공원|불광천 음수대|상암근린공원|서오능도시자연공원|시루뫼 어린이공원|신가 어린이 공원|연신초교옆마을마당|우물골근린공원(뉴타운)|월드컵경기장공원|월드컵공원|제9호근린공원(뉴타운)|한강시민공원 난지지구|해담는 어린이공원|향림도시농업체험원|황금내공원|휴암문화공원|휴암어린이공원,3,POI090|POI084|POI106,난지한강공원|DMC(디지털미디어시티)|월드컵공원,공원|발달상권|공원,POI090,난지한강공원,0.0,31.25816539263377,15.32643811737362,0.0306909291265514,0.0133331025729779,0.4492765662859121,0.0027339002661113,"화장실 43곳, 음수대 35곳(300m)",서울 실시간 도시데이터 영역 난지한강공원|DMC(디지털미디어시티)|월드컵공원,54.7,279,64,0,0,0,0,0,강서구|마포구|서대문구|은평구,양호,16.6667,12.0,0.0437,0.006,0.2333,0.002,61.3333,보통,202608271500.0,강서구|마포구|서대문구|은평구,"현재 PM10 17, PM2.5 12, 통합대기지수 61",13.4,100.0,5.6,0.0,path:313|footway:149|cycleway:96|primary:62|unclassified:28,4.6,0.0,100.0,94.6,715,756,64.9,0.0,0.0,0.0,,0.1,59.9,29.7,ground:301|asphalt:74|paving_stones:28|concrete:25,70.3,,"OSM 경로매칭 95%, 포장 30%, 비포장 70%, 조명 있음 100%"
RM_STREAM_001,황제천길,서대문구|종로구,37.5978823,126.9498021,2.1,쉬움,평지,하천|수변|도심,힐링|시원함|평지러닝|일상러닝,,20,,황제천길 시작,황제천길 종료,도심에서 만난 홍제천이 한강에 닿을 때 까지 함께 걷는 길,서울 열린데이터 지천/한강길 SHP (DoDreamWay04_L_W_SHP.zip),공식 SHP 경로 기반. 고도·편의시설·대기질·난이도는 공간분석/통계 파생값이며 현장 검증 권장.,39.8,61.8,48.7,18.6,11.7,0.62,9.29,71,쉬움,쉬움,"최저 40m, 최고 62m, 누적상승 19m, 최대경사 약 9.3%",6,12,홍제천변 음수대,3.6,중앙소공원|홍박소공원|홍록배드민턴장|북한산 호박골지구|북한산 홍은한마당|북한산 돌산축구장|인왕산 쌈지마당|문화소공원|홍제천변 음수대|문화촌 어린이공원,0,,,,POI128,홍제폭포,1311.1,30.268,18.536,0.0344,0.01729,0.4532,0.00309,"300m 내 화장실 20개, 300m 내 음수대 6개, 700m 내 음수대 12개","경로와 겹치는 실시간 주요장소 0개, 가장 가까운 장소 홍제폭포",93.5,70,0,0,0,0,0,0,서대문구|종로구,매우양호,23.5,13.0,0.054,0.011,0.3,0.004,70.0,보통,202608271500.0,서대문구|종로구,"현재 PM10 24, PM2.5 13, 통합대기지수 70",37.6,0.0,0.0,0.0,cycleway:32|residential:18|pedestrian:18|trunk:8|trunk_link:4,37.6,100.0,0.0,100.0,85,85,21.2,0.0,0.0,0.0,,0.0,50.6,100.0,paved:32|asphalt:11,0.0,,"OSM 경로매칭 100%, 포장 100%, 비포장 0%, 조명 있음 0%"
RM_STREAM_002,강남서초한강길,강남구|동작구|서초구,37.526554,127.0171437,10.3,보통,평지|완만한경사,한강|수변|도심,시원함|개방감|야경|퇴근러닝|장거리,,23,,강남서초한강길 시작,강남서초한강길 종료,서울 열린데이터 지천/한강길 선형 공간정보 기반 러닝 후보 코스입니다.,서울 열린데이터 지천/한강길 SHP (DoDreamWay04_L_W_SHP.zip),공식 SHP 경로 기반. 고도·편의시설·대기질·난이도는 공간분석/통계 파생값이며 현장 검증 권장.,3.5,24.9,9.6,96.2,96.7,0.02,13.86,345,보통,보통,"최저 4m, 최고 25m, 누적상승 96m, 최대경사 약 13.9%",26,42,한강시민공원잠원지구,0.4,현충원|한강시민공원잠원지구|한강시민공원반포지구|동작주차근린공원|신사근린공원|반원어린이공원|파랑새어린이공원|청담근린공원|청담은행나무공원|한강시민공원(뚝섬지구),2,POI095|POI111,반포한강공원|잠원한강공원,공원,POI095,반포한강공원,0.0,33.383,18.546,0.03262,0.01787,0.377,0.00245,"300m 내 화장실 23개, 300m 내 음수대 26개, 700m 내 음수대 42개","경로와 겹치는 실시간 주요장소 2개 (반포한강공원, 잠원한강공원)",95.8,192,137,0,0,0,0,0,강남구|광진구|동작구|서초구|성동구|용산구,매우양호,22.1667,9.8333,0.0595,0.0088,0.2667,0.0023,74.3333,보통,202608271500.0,강남구|광진구|동작구|서초구|성동구|용산구,"현재 PM10 22, PM2.5 10, 통합대기지수 74",66.9,98.6,51.2,1.4,cycleway:277|footway:86|path:19|trunk_link:11|trunk:10,60.4,0.0,100.0,100.0,414,414,25.4,0.0,0.0,0.0,,0.2,84.8,100.0,asphalt:330|concrete:12|paving_stones:7|paved:2,0.0,,"OSM 경로매칭 100%, 포장 100%, 비포장 0%, 조명 있음 100%"
RM_STREAM_003,강서한강길,강서구,37.5801373,126.8313241,9.29,보통,평지|완만한경사,한강|수변|도심,시원함|개방감|야경|퇴근러닝|장거리,허준공원|궁산근린공원|염창근린공원,13,,강서한강길 시작,강서한강길 종료,서울 열린데이터 지천/한강길 선형 공간정보 기반 러닝 후보 코스입니다.,서울 열린데이터 지천/한강길 SHP (DoDreamWay04_L_W_SHP.zip),공식 SHP 경로 기반. 고도·편의시설·대기질·난이도는 공간분석/통계 파생값이며 현장 검증 권장.,2.5,13.7,7.4,43.8,57.6,0.04,10.22,311,보통,보통,"최저 2m, 최고 14m, 누적상승 44m, 최대경사 약 10.2%",19,26,한강시민공원,2.3,한강시민공원(양화지구)|염창산공원|곰돌이공원|증미산둘레길|황금내공원|궁산공원|공암나루공원|구암공원|한강시민공원|가양동 문화공원,1,POI085,강서한강공원,공원,POI085,강서한강공원,0.0,35.0,18.811,0.03223,0.01943,0.402,0.00285,"300m 내 화장실 13개, 300m 내 음수대 19개, 700m 내 음수대 26개",경로와 겹치는 실시간 주요장소 1개 (강서한강공원),90.8,36,20,0,0,0,0,0,강서구,매우양호,11.0,13.0,0.039,0.006,0.2,0.002,58.0,보통,202608271500.0,강서구,"현재 PM10 11, PM2.5 13, 통합대기지수 58",78.6,99.7,77.8,0.0,cycleway:290|path:35|unclassified:17|service:14|trunk:4,0.3,0.0,100.0,98.9,369,373,10.6,0.0,0.0,0.0,,0.3,78.6,100.0,asphalt:286|concrete:4,0.0,,"OSM 경로매칭 99%, 포장 100%, 비포장 0%, 조명 있음 100%"
RM_STREAM_004,양재천,강남구|서초구|용산구,37.4705563,127.0311144,10.97,쉬움,평지,하천|수변|도심,힐링|시원함|평지러닝|일상러닝,매헌시민의숲|문화예술공원,44,,양재천 시작,양재천 종료,서울 열린데이터 지천/한강길 선형 공간정보 기반 러닝 후보 코스입니다.,서울 열린데이터 지천/한강길 SHP (DoDreamWay04_L_W_SHP.zip),공식 SHP 경로 기반. 고도·편의시설·대기질·난이도는 공간분석/통계 파생값이며 현장 검증 권장.,7.9,41.6,19.9,24.6,30.0,0.27,6.84,367,쉬움,쉬움,"최저 8m, 최고 42m, 누적상승 25m, 최대경사 약 6.8%",25,40,SETEC뒤양재천산책로,14.6,독골근린공원|도곡까치어린이공원|대치동 가로쉼터|서초구-양재어린이공원-1|효자공원|서초구-암산어린이공원-1|양재근린공원|양재천(황톳길)|개포까치공원|개포동근린공원,0,,,,POI100,서울대공원,315.9,33.459,18.6,0.03089,0.01826,0.3936,0.00259,"300m 내 화장실 44개, 300m 내 음수대 25개, 700m 내 음수대 40개","경로와 겹치는 실시간 주요장소 0개, 가장 가까운 장소 서울대공원",64.5,156,91,0,0,0,0,0,강남구|서초구,양호,20.6667,7.6667,0.058,0.0077,0.2667,0.0023,73.0,보통,202608271500.0,강남구|서초구|용산구,"현재 PM10 21, PM2.5 8, 통합대기지수 73",80.4,99.2,54.6,0.8,cycleway:349|track:22|service:17|trunk_link:13|tertiary:8,1.4,0.0,100.0,98.6,434,440,1.4,0.0,0.0,0.0,,0.2,38.2,100.0,asphalt:166,0.0,,"OSM 경로매칭 99%, 포장 100%, 비포장 0%, 조명 있음 100%"
RM_STREAM_005,여의천,서초구,37.4538328,127.0539674,5.71,쉬움,평지,하천|수변|도심,힐링|시원함|평지러닝|일상러닝,매헌시민의숲,14,,여의천 시작,여의천 종료,서울 열린데이터 지천/한강길 선형 공간정보 기반 러닝 후보 코스입니다.,서울 열린데이터 지천/한강길 SHP (DoDreamWay04_L_W_SHP.zip),공식 SHP 경로 기반. 고도·편의시설·대기질·난이도는 공간분석/통계 파생값이며 현장 검증 권장.,16.8,88.9,39.1,23.2,10.1,1.23,7.72,192,쉬움,쉬움,"최저 17m, 최고 89m, 누적상승 23m, 최대경사 약 7.7%",14,20,양재시민의숲,39.0,양재근린공원|서초구-두둑재어린이공원-1|양재시민의숲|양재천 제방|문화예술근린공원|양재천근린공원|세원어린이공원|청계숲어린이공원|서초구-청계산 수변공원-1|새쟁이어린이공원,0,,,,POI112,청계산,34.8,35.491,19.148,0.03273,0.01651,0.3784,0.00249,"300m 내 화장실 14개, 300m 내 음수대 14개, 700m 내 음수대 20개","경로와 겹치는 실시간 주요장소 0개, 가장 가까운 장소 청계산",71.5,113,12,0,0,0,0,0,서초구,양호,17.0,7.0,0.054,0.006,0.3,0.003,70.0,보통,202608271500.0,서초구,"현재 PM10 17, PM2.5 7, 통합대기지수 70",72.3,100.0,71.7,0.0,cycleway:133|residential:34|service:7|unclassified:3|footway:2,1.1,0.0,100.0,80.0,184,230,2.2,0.0,100.0,0.5,excellent:1,0.0,1.6,100.0,asphalt:2|paving_stones:1,0.0,,"OSM 경로매칭 80%, 포장 100%, 비포장 0%, 조명 있음 100%"
RM_STREAM_006,영등포동작구한강길,강서구|동작구|영등포구,37.527379,126.9331045,16.0,보통,평지|완만한경사,한강|수변|도심,시원함|개방감|야경|퇴근러닝|장거리,자매근린공원|염창근린공원|사육신공원|선유도근린공원,43,,영등포동작구한강길 시작,영등포동작구한강길 종료,서울 열린데이터 지천/한강길 선형 공간정보 기반 러닝 후보 코스입니다.,서울 열린데이터 지천/한강길 SHP (DoDreamWay04_L_W_SHP.zip),공식 SHP 경로 기반. 고도·편의시설·대기질·난이도는 공간분석/통계 파생값이며 현장 검증 권장.,2.5,29.7,12.9,82.2,95.3,0.07,9.41,535,보통,보통,"최저 2m, 최고 30m, 누적상승 82m, 최대경사 약 9.4%",44,80,한강시민공원(양화지구),3.2,한강시민공원(여의도안내센터)|노들나루공원(노량진배수지시민공원)|현충원|노들섬|노량진근린공원|앙카라(자매)공원|여의도공원|한강시민공원반포지구|사육신공원|물새 어린이공원,5,POI072|POI063|POI103|POI105|POI126,여의도|노량진|양화한강공원|여의도한강공원|여의서로,발달상권|공원,POI072,여의도,0.0,32.792,18.954,0.03303,0.01926,0.3874,0.00261,"300m 내 화장실 43개, 300m 내 음수대 44개, 700m 내 음수대 80개","경로와 겹치는 실시간 주요장소 5개 (여의도, 노량진, 양화한강공원, 여의도한강공원)",81.3,375,136,0,0,4,0,0,강서구|동작구|마포구|영등포구|용산구,매우양호,17.8,10.8,0.0454,0.0076,0.28,0.002,62.8,보통,202608271500.0,강서구|동작구|마포구|영등포구|용산구,"현재 PM10 18, PM2.5 11, 통합대기지수 63",26.5,87.3,10.3,12.7,footway:166|cycleway:162|trunk:56|path:55|pedestrian:46,6.9,2.4,97.6,95.2,611,642,43.7,0.0,0.0,0.0,,0.3,58.3,84.6,asphalt:253|dirt:41|paving_stones:33|concrete:14|ground:8,13.8,,"OSM 경로매칭 95%, 포장 85%, 비포장 14%, 조명 있음 98%"
RM_STREAM_007,굴포천2,서울,37.5537149,126.7672075,2.36,쉬움,평지,하천|수변|도심,힐링|시원함|평지러닝|일상러닝,,0,,굴포천2 시작,굴포천2 종료,서울 열린데이터 지천/한강길 선형 공간정보 기반 러닝 후보 코스입니다.,서울 열린데이터 지천/한강길 SHP (DoDreamWay04_L_W_SHP.zip),공식 SHP 경로 기반. 고도·편의시설·대기질·난이도는 공간분석/통계 파생값이며 현장 검증 권장.,3.0,9.2,6.0,5.0,11.9,0.11,8.66,80,쉬움,쉬움,"최저 3m, 최고 9m, 누적상승 5m, 최대경사 약 8.7%",0,0,쌈지어린이공원,4192.8,,0,,,,POI061,김포공항,2233.7,,,,,,,"300m 내 화장실 0개, 300m 내 음수대 0개, 700m 내 음수대 0개","경로와 겹치는 실시간 주요장소 0개, 가장 가까운 장소 김포공항",0.0,0,0,0,0,0,0,0,,검토필요,,,,,,,,,,,,62.5,100.0,77.1,0.0,cycleway:60|unclassified:18|track:15|primary:3,0.0,0.0,0.0,100.0,96,96,0.0,0.0,0.0,0.0,,0.0,82.3,77.2,concrete:60|unpaved:18|asphalt:1,22.8,grade4:1,"OSM 경로매칭 100%, 포장 77%, 비포장 23%, 조명정보 부족"
RM_STREAM_008,당현천 길,노원구,37.6493418,127.0658754,2.87,쉬움,평지,하천|수변|도심,힐링|시원함|평지러닝|일상러닝,,23,,당현천 길 시작,당현천 길 종료,주변 학교 주거지역과 인접해있어 접근성이 좋아 인근 주민들이       자주 이용한다.,서울 열린데이터 지천/한강길 SHP (DoDreamWay04_L_W_SHP.zip),공식 SHP 경로 기반. 고도·편의시설·대기질·난이도는 공간분석/통계 파생값이며 현장 검증 권장.,19.1,40.1,25.3,2.2,9.8,0.73,5.38,97,쉬움,쉬움,"최저 19m, 최고 40m, 누적상승 2m, 최대경사 약 5.4%",7,18,로보카폴리어린이교통공원,48.3,노원구-당현어린이공원-1|매봉어린이공원|중계근린공원|느티울근린공원|사랑어린이공원|등나무문화공원|감나무어린이공원|로보카폴리어린이교통공원|마들체육공원|가재울근린공원,0,,,,POI079,창동 신경제 중심지,382.9,33.076,18.581,0.03253,0.01758,0.3905,0.00242,"300m 내 화장실 23개, 300m 내 음수대 7개, 700m 내 음수대 18개","경로와 겹치는 실시간 주요장소 0개, 가장 가까운 장소 창동 신경제 중심지",72.0,86,1,0,0,1,0,0,노원구,양호,21.0,14.0,0.044,0.005,0.2,0.002,61.0,보통,202608271500.0,노원구,"현재 PM10 21, PM2.5 14, 통합대기지수 61",70.7,100.0,19.8,0.0,cycleway:82|pedestrian:24|footway:4|residential:2|secondary:2,0.0,0.0,0.0,100.0,116,116,24.1,0.0,0.0,0.0,,0.0,72.4,98.8,asphalt:83|wood:1,0.0,,"OSM 경로매칭 100%, 포장 99%, 비포장 0%, 조명정보 부족"
RM_STREAM_009,도림천,관악구|구로구|동작구|양천구|영등포구,37.4855319,126.908322,9.79,쉬움,평지,하천|수변|도심,힐링|시원함|평지러닝|일상러닝,보라매공원,59,,도림천 시작,도림천 종료,서울 열린데이터 지천/한강길 선형 공간정보 기반 러닝 후보 코스입니다.,서울 열린데이터 지천/한강길 SHP (DoDreamWay04_L_W_SHP.zip),공식 SHP 경로 기반. 고도·편의시설·대기질·난이도는 공간분석/통계 파생값이며 현장 검증 권장.,6.1,46.8,20.7,47.4,26.7,0.4,7.31,328,쉬움,쉬움,"최저 6m, 최고 47m, 누적상승 47m, 최대경사 약 7.3%",30,62,도림천,13.3,색동 어린이공원|보라매공원|장군봉 근린공원|서원어린이공원|신우공원|해태 어린이공원|차없는거리|봉림교아래도림천|대림생태공원|도림천,3,POI023|POI038|POI125,대림역|신도림역|안양천,인구밀집지역|공원,POI023,대림역,0.0,32.5,19.096,0.03281,0.01847,0.377,0.00252,"300m 내 화장실 59개, 300m 내 음수대 30개, 700m 내 음수대 62개","경로와 겹치는 실시간 주요장소 3개 (대림역, 신도림역, 안양천)",100.0,376,46,0,0,0,0,0,관악구|구로구|동작구|양천구|영등포구,매우양호,18.6,10.6,0.0518,0.007,0.26,0.002,68.2,보통,202608271500.0,관악구|구로구|동작구|양천구|영등포구,"현재 PM10 19, PM2.5 11, 통합대기지수 68",64.6,79.7,16.4,20.3,cycleway:252|footway:35|secondary:34|construction:34|tertiary:13,1.0,0.0,100.0,99.2,390,393,10.3,0.0,100.0,0.3,good:1,0.0,1.3,100.0,asphalt:3|concrete:1|paving_stones:1,0.0,,"OSM 경로매칭 99%, 포장 100%, 비포장 0%, 조명 있음 100%"
RM_STREAM_010,도봉천 길,도봉구,37.6851271,127.0411782,1.2,쉬움,평지,하천|수변|도심,힐링|시원함|평지러닝|일상러닝,,6,,도봉천 길 시작,도봉천 길 종료,도봉산에서 발원하여 도봉동에서 중랑천으로 합류하는 하천으로 다양한 행사과 공연이 펼쳐짐.,서울 열린데이터 지천/한강길 SHP (DoDreamWay04_L_W_SHP.zip),공식 SHP 경로 기반. 고도·편의시설·대기질·난이도는 공간분석/통계 파생값이며 현장 검증 권장.,31.4,63.5,44.0,0.0,23.8,2.67,13.52,42,쉬움,쉬움,"최저 31m, 최고 64m, 누적상승 0m, 최대경사 약 13.5%",2,7,서원어린이공원,59.6,도봉산역만남의광장|서울창포원|무수천|서원어린이공원|누원어린이공원|무지개어린이공원|새동네어린이공원,0,,,,POI079,창동 신경제 중심지,2102.0,29.179,15.754,0.03664,0.01376,0.4128,0.00279,"300m 내 화장실 6개, 300m 내 음수대 2개, 700m 내 음수대 7개","경로와 겹치는 실시간 주요장소 0개, 가장 가까운 장소 창동 신경제 중심지",95.3,79,0,0,0,0,0,0,도봉구,매우양호,15.0,8.0,0.053,0.004,0.2,0.003,69.0,보통,202608271500.0,도봉구,"현재 PM10 15, PM2.5 8, 통합대기지수 69",4.4,100.0,4.4,0.0,footway:27|residential:11|service:4|cycleway:2|pedestrian:1,4.4,0.0,100.0,90.0,45,50,62.2,0.0,0.0,0.0,,0.0,100.0,73.3,asphalt:30|wood:12|paving_stones:3,0.0,,"OSM 경로매칭 90%, 포장 73%, 비포장 0%, 조명 있음 100%"
RM_STREAM_011,도봉천길,노원구|도봉구,37.6793637,127.0426167,1.59,쉬움,평지,하천|수변|도심,힐링|시원함|평지러닝|일상러닝,,11,,도봉천길 시작,도봉천길 종료,도봉산에서 발원하여 도봉동에서 중랑천으로 합류하는 하천으로 다양한 행사과 공연이 펼쳐짐.,서울 열린데이터 지천/한강길 SHP (DoDreamWay04_L_W_SHP.zip),공식 SHP 경로 기반. 고도·편의시설·대기질·난이도는 공간분석/통계 파생값이며 현장 검증 권장.,26.0,41.0,32.9,0.0,3.1,0.89,3.91,54,쉬움,쉬움,"최저 26m, 최고 41m, 누적상승 0m, 최대경사 약 3.9%",2,6,무수천,32.7,늘푸른어린이공원|무수천|서원어린이공원|누원어린이공원|무지개어린이공원|샘터어린이공원,0,,,,POI079,창동 신경제 중심지,1910.1,31.127,17.167,0.03458,0.01567,0.4017,0.00261,"300m 내 화장실 11개, 300m 내 음수대 2개, 700m 내 음수대 6개","경로와 겹치는 실시간 주요장소 0개, 가장 가까운 장소 창동 신경제 중심지",100.0,106,0,0,0,0,0,0,도봉구,매우양호,18.0,11.0,0.0485,0.0045,0.2,0.0025,65.0,보통,202608271500.0,노원구|도봉구,"현재 PM10 18, PM2.5 11, 통합대기지수 65",63.1,100.0,63.1,0.0,cycleway:41|footway:16|residential:5|path:2|secondary:1,60.0,0.0,100.0,100.0,65,65,27.7,0.0,100.0,6.2,good:4,0.0,100.0,95.4,asphalt:62|stone:2|wood:1,0.0,,"OSM 경로매칭 100%, 포장 95%, 비포장 0%, 조명 있음 100%"
RM_STREAM_012,반포천,동작구|서초구,37.4989643,126.9890196,2.56,쉬움,평지,하천|수변|도심,힐링|시원함|평지러닝|일상러닝,,14,,반포천 시작,반포천 종료,서울 열린데이터 지천/한강길 선형 공간정보 기반 러닝 후보 코스입니다.,서울 열린데이터 지천/한강길 SHP (DoDreamWay04_L_W_SHP.zip),공식 SHP 경로 기반. 고도·편의시설·대기질·난이도는 공간분석/통계 파생값이며 현장 검증 권장.,9.8,21.4,14.3,16.8,14.5,0.21,11.56,87,쉬움,쉬움,"최저 10m, 최고 21m, 누적상승 17m, 최대경사 약 11.6%",3,16,신반포근린공원,54.9,현충원|동작주차근린공원|한강시민공원반포지구|파랑새어린이공원|청룡어린이공원|반포배수지몽마르뜨공원|신반포근린공원|서래어린이공원,0,,,,POI095,반포한강공원,70.6,34.051,18.779,0.03308,0.01758,0.3753,0.00244,"300m 내 화장실 14개, 300m 내 음수대 3개, 700m 내 음수대 16개","경로와 겹치는 실시간 주요장소 0개, 가장 가까운 장소 반포한강공원",97.2,64,24,0,0,0,0,0,동작구|서초구,매우양호,18.5,8.5,0.054,0.0065,0.3,0.0025,70.0,보통,202608271500.0,동작구|서초구,"현재 PM10 18, PM2.5 8, 통합대기지수 70",39.4,0.0,0.0,0.0,cycleway:41|footway:35|primary:8|service:7|primary_link:4,0.0,0.0,0.0,100.0,104,104,34.6,0.0,100.0,1.9,excellent:2,0.0,7.7,100.0,asphalt:8,0.0,,"OSM 경로매칭 100%, 포장 100%, 비포장 0%, 조명정보 부족"
